Standort,Anzahl Teilnehmer,davon bestanden,Bestehensquote,ø Gesamtpunktzahl,Note 1,Note 1 in Prozent,Note 2,Note 2 in Prozent,Note 3,Note 3 in Prozent,Note 4,Note 4 in Prozent,Note 5,Note 5 in Prozent,Note 6,Note 6 in Prozent,modules
Flensburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
FrankfurtamMain,37,37,1000,72,0,00,5,135,25,676,7,189,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Fulda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Gießen-Friedberg,3,3,1000,72,0,00,1,333,1,333,1,333,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Halle-Dessau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Hamburg,47,46,979,78,6,128,16,340,20,426,4,85,1,21,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Hanau-Gelnhausen-Schlüchtern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Hannover,16,16,1000,72,0,00,4,250,8,500,4,250,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Heilbronn-Franken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Hochrhein-Bodensee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Karlsruhe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Kassel-Marburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Kiel,7,6,857,65,0,00,2,286,3,429,1,143,0,00,1,143,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Koblenz,4,4,1000,78,0,00,2,500,2,500,0,00,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Köln,36,36,1000,74,0,00,6,167,24,667,6,167,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Lahn-Dill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Leipzig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Limburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
LippeDetmold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Lübeck,3,3,1000,75,0,00,1,333,1,333,1,333,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Lüneburg-Wolfsburg,4,4,1000,77,0,00,1,250,2,500,1,250,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Magdeburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
MittlererNiederrheinKrefeld-Mönchengladbach-Neuss,11,11,1000,72,0,00,2,182,6,545,3,273,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
MittleresRuhrgebiet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
MünchenundOberbayern,49,43,878,67,0,00,11,224,24,490,8,163,3,61,3,61,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
NeubrandenburgdasöstlicheMecklenburg-Vorpommern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
NiederbayerninPassau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
NiederrheinischeIHKDuisburg-Wesel-KleveDuisburg,5,5,1000,74,0,00,1,200,3,600,1,200,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
NordWestfalen,22,22,1000,75,1,45,6,273,13,591,2,91,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Nordschwarzwald,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
NürnbergMittelfranken,9,9,1000,73,0,00,3,333,2,222,4,444,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
OberfrankenBayreuth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
OffenbachamMain,4,4,1000,62,0,00,0,00,2,500,2,500,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
OldenburgischeIndustrie-undHandelskammer,3,3,1000,75,0,00,0,00,3,1000,0,00,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Osnabrück-Emsland,3,3,1000,76,0,00,1,333,2,667,0,00,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Ostbrandenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
OstfrieslandundPapenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
OstthüringenGera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
OstwestfalenBielefeld,8,8,1000,73,0,00,2,250,4,500,2,250,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Ostwürttemberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Potsdam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
RegensburgOberpfalz/Kelheim,4,4,1000,74,0,00,1,250,2,500,1,250,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
RegionStuttgart,12,8,667,67,1,83,3,250,2,167,2,167,4,333,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Reutlingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Rhein-Neckar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Rheinhessen,7,5,714,72,0,00,2,286,3,429,1,143,1,143,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Rostock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Saarland,10,10,1000,78,0,00,4,400,6,600,0,00,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Schwaben,3,3,1000,80,0,00,1,333,2,667,0,00,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Schwarzwald-Baar-Heuberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Schwerin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Siegen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
StadedenElbe-Weser-Raum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
SüdlicherOberrhein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Südthüringen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
SüdwestfälischeHagen,4,3,750,72,1,250,0,00,2,500,0,00,1,250,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Trier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Ulm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Wiesbaden,14,14,1000,75,0,00,6,429,7,500,1,71,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Wuppertal-Solingen-Remscheid,5,5,1000,81,0,00,3,600,2,400,0,00,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Würzburg-Schweinfurt,5,5,1000,77,0,00,2,400,2,400,1,200,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
bundesweit,522,501,960,73,11,21,129,247,278,533,85,163,14,27,5,10,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
diePfalzinLudwigshafenamRhein,3,3,1000,72,0,00,2,667,0,00,1,333,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
