Standort,Anzahl Teilnehmer,davon bestanden,Bestehensquote,ø Gesamtpunktzahl,Note 1,Note 1 in Prozent,Note 2,Note 2 in Prozent,Note 3,Note 3 in Prozent,Note 4,Note 4 in Prozent,Note 5,Note 5 in Prozent,Note 6,Note 6 in Prozent,modules
Kiel,89,87,978,77,9,101,35,393,27,303,16,180,2,22,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Koblenz,153,145,948,76,16,105,62,405,38,248,30,196,7,46,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Köln,314,290,924,73,30,96,100,318,100,318,61,194,14,45,9,29,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Lahn-Dill,15,14,933,77,3,200,6,400,4,267,1,67,0,00,1,67,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Leipzig,84,77,917,76,17,202,24,286,19,226,19,226,5,60,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Limburg,10,10,1000,82,1,100,6,600,3,300,0,00,0,00,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Lippe zu Detmold,14,13,929,76,3,214,4,286,5,357,1,71,0,00,1,71,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Lübeck,52,44,846,73,4,77,22,423,13,250,8,154,3,58,2,38,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Lüneburg-Wolfsburg,61,58,951,75,3,49,25,410,19,311,11,180,3,49,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Magdeburg,62,60,968,76,4,65,23,371,22,355,11,177,2,32,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Mittlerer Niederrhein Krefeld-Mönchengladbach-Neuss,150,141,940,75,21,140,48,320,48,320,25,167,5,33,3,20,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Mittleres Ruhrgebiet,57,53,930,75,9,158,21,368,9,158,14,246,3,53,1,18,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
München und Oberbayern,513,476,928,74,34,66,164,320,194,378,87,170,28,55,6,12,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Neubrandenburg für das östliche Mecklenburg-Vorpommern,26,24,923,72,1,38,8,308,8,308,7,269,2,77,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Niederbayern in Passau,104,100,962,77,13,125,39,375,30,288,18,173,4,38,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Niederrheinische Duisburg-Wesel-Kleve zu Duisburg,138,122,884,70,8,58,42,304,44,319,28,203,10,72,6,43,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Nord Westfalen,175,166,949,76,23,131,64,366,59,337,19,109,8,46,2,11,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Nordschwarzwald,36,33,917,71,1,28,8,222,14,389,11,306,2,56,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Nürnberg für Mittelfranken,133,122,917,75,17,128,41,308,41,308,25,188,7,53,2,15,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Oberfranken Bayreuth,33,33,1000,78,7,212,5,152,16,485,5,152,0,00,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Offenbach am Main,60,55,917,72,2,33,17,283,23,383,15,250,3,50,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Oldenburgische Industrie- und Handelskammer,65,63,969,74,8,123,19,292,17,262,19,292,0,00,2,31,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Osnabrück-Emsland,34,32,941,78,7,206,12,353,8,235,5,147,2,59,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Ostbrandenburg,54,51,944,73,3,56,19,352,15,278,14,259,3,56,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Ostfriesland und Papenburg,25,23,920,81,3,120,14,560,6,240,1,40,1,40,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Ostthüringen zu Gera,42,40,952,75,7,167,6,143,20,476,8,190,1,24,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Ostwestfalen zu Bielefeld,140,132,943,75,9,64,48,343,57,407,19,136,6,43,1,07,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Ostwürttemberg,26,25,962,77,1,38,11,423,9,346,4,154,1,38,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Potsdam,71,67,944,76,11,155,19,268,27,380,11,155,3,42,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Regensburg für Oberpfalz / Kelheim,72,72,1000,82,14,194,30,417,22,306,6,83,0,00,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Region Stuttgart,264,262,992,75,9,34,82,311,117,443,55,208,1,04,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Reutlingen,25,24,960,77,1,40,10,400,12,480,1,40,1,40,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Rhein-Neckar,68,67,985,77,9,132,23,338,22,324,14,206,0,00,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Rheinhessen,70,69,986,84,21,300,29,414,14,200,6,86,0,00,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Rostock,45,43,956,77,6,133,15,333,17,378,5,111,1,22,1,22,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Saarland,66,64,970,74,5,76,21,318,25,379,13,197,2,30,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Schwaben,139,135,971,79,15,108,58,417,48,345,15,108,2,14,1,07,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Schwarzwald-Baar-Heuberg,20,19,950,75,1,50,6,300,11,550,1,50,0,00,1,50,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Schwerin,39,39,1000,80,4,103,21,538,10,256,4,103,0,00,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Siegen,31,30,968,78,2,65,13,419,12,387,4,129,0,00,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Stade für den Elbe-Weser-Raum,32,28,875,73,4,125,6,188,13,406,6,188,3,94,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Südlicher Oberrhein,48,46,958,74,2,42,10,208,28,583,7,146,1,21,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Südthüringen,21,20,952,68,0,00,4,190,7,333,9,429,1,48,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Südwestfälische Hagen,44,41,932,72,4,91,10,227,15,341,12,273,3,68,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Trier,14,14,1000,80,3,214,6,429,3,214,2,143,0,00,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Ulm,28,27,964,73,0,00,5,179,14,500,9,321,0,00,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Wiesbaden,37,37,1000,81,3,81,22,595,9,243,3,81,0,00,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Wuppertal-Solingen-Remscheid,59,55,932,73,6,102,20,339,17,288,13,220,3,51,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Würzburg-Schweinfurt,64,62,969,75,5,78,27,422,16,250,14,219,1,16,1,16,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
bundesweit,6771,6382,943,75,656,97,2311,341,2271,335,1198,177,251,37,84,12,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
die Pfalz in Ludwigshafen am Rhein,69,67,971,76,8,116,26,377,21,304,13,188,0,00,1,14,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
