Standort,Anzahl Teilnehmer,davon bestanden,Bestehensquote,ø Gesamtpunktzahl,Note 1,Note 1 in Prozent,Note 2,Note 2 in Prozent,Note 3,Note 3 in Prozent,Note 4,Note 4 in Prozent,Note 5,Note 5 in Prozent,Note 6,Note 6 in Prozent,modules
Flensburg,3,3,1000,87,0,00,3,1000,0,00,0,00,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
FrankfurtamMain,30,30,1000,78,2,67,9,300,16,533,3,100,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Fulda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Gießen-Friedberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Halle-Dessau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Hamburg,63,63,1000,81,8,127,30,476,19,302,6,95,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Hanau-Gelnhausen-Schlüchtern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Hannover,15,15,1000,70,0,00,3,200,8,533,4,267,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Heilbronn-Franken,4,4,1000,81,0,00,2,500,2,500,0,00,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Hochrhein-Bodensee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Karlsruhe,13,13,1000,81,1,77,8,615,3,231,1,77,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Kassel-Marburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Kiel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Koblenz,14,14,1000,80,1,71,7,500,5,357,1,71,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Köln,33,33,1000,76,1,30,11,333,18,545,3,91,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Lahn-Dill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Leipzig,4,4,1000,75,1,250,0,00,2,500,1,250,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Limburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
LippeDetmold,3,3,1000,67,0,00,0,00,2,667,1,333,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Lübeck,4,4,1000,76,0,00,0,00,4,1000,0,00,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Lüneburg-Wolfsburg,3,3,1000,81,1,333,1,333,1,333,0,00,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Magdeburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
MittlererNiederrheinKrefeld-Mönchengladbach-Neuss,3,3,1000,76,0,00,1,333,2,667,0,00,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
MittleresRuhrgebiet,7,6,857,66,0,00,1,143,3,429,2,286,1,143,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
MünchenundOberbayern,57,51,895,74,3,53,18,316,23,404,10,175,3,53,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
NeubrandenburgdasöstlicheMecklenburg-Vorpommern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
NiederbayerninPassau,3,3,1000,89,1,333,2,667,0,00,0,00,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
NiederrheinischeIHKDuisburg-Wesel-KleveDuisburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
NordWestfalen,21,21,1000,78,1,48,8,381,9,429,3,143,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Nordschwarzwald,3,3,1000,78,0,00,1,333,2,667,0,00,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
NürnbergMittelfranken,8,8,1000,80,0,00,5,625,2,250,1,125,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
OberfrankenBayreuth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
OffenbachamMain,5,5,1000,68,0,00,0,00,3,600,2,400,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
OldenburgischeIndustrie-undHandelskammer,7,7,1000,72,0,00,1,143,5,714,1,143,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Osnabrück-Emsland,20,20,1000,79,2,100,6,300,11,550,1,50,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Ostbrandenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
OstfrieslandundPapenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
OstthüringenGera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
OstwestfalenBielefeld,19,19,1000,79,1,53,8,421,9,474,1,53,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Ostwürttemberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Potsdam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
RegensburgOberpfalz/Kelheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
RegionStuttgart,52,47,904,74,1,19,18,346,22,423,7,135,4,77,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Reutlingen,4,4,1000,76,0,00,2,500,2,500,0,00,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Rhein-Neckar,14,13,929,76,0,00,7,500,4,286,2,143,1,71,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Rheinhessen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Rostock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Saarland,9,9,1000,86,2,222,5,556,2,222,0,00,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Schwaben,10,9,900,79,2,200,5,500,1,100,1,100,1,100,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Schwarzwald-Baar-Heuberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Schwerin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Siegen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
StadedenElbe-Weser-Raum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
SüdlicherOberrhein,4,4,1000,77,0,00,1,250,3,750,0,00,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Südthüringen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
SüdwestfälischeHagen,6,6,1000,74,0,00,3,500,2,333,1,167,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Trier,3,3,1000,88,1,333,2,667,0,00,0,00,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Ulm,4,4,1000,81,0,00,3,750,0,00,1,250,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Wiesbaden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Wuppertal-Solingen-Remscheid,3,3,1000,71,0,00,1,333,1,333,1,333,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Würzburg-Schweinfurt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
bundesweit,603,582,965,76,37,61,213,353,265,439,74,123,13,22,1,02,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
diePfalzinLudwigshafenamRhein,3,3,1000,66,0,00,1,333,0,00,2,667,0,00,0,00,"['Entwicklung von Marketing- und Kommunikations', 'Umsetzung und Steuerung von Marketing- und Ko', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
