Standort,Anzahl Teilnehmer,davon bestanden,Bestehensquote,ø Gesamtpunktzahl,Note 1,Note 1 in Prozent,Note 2,Note 2 in Prozent,Note 3,Note 3 in Prozent,Note 4,Note 4 in Prozent,Note 5,Note 5 in Prozent,Note 6,Note 6 in Prozent,modules
Coburg,25,25,1000,79,3,120,9,360,9,360,4,160,0,00,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Cottbus,79,77,975,75,5,63,23,291,31,392,19,241,1,13,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Darmstadt,166,153,922,72,12,72,48,289,53,319,40,241,12,72,1,06,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Dortmund,311,288,926,73,32,103,87,280,119,383,50,161,18,58,5,16,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Dresden,203,200,985,75,9,44,66,325,87,429,39,192,2,10,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Düsseldorf,255,239,937,72,10,39,73,286,96,376,62,243,11,43,3,12,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Erfurt,146,141,966,76,14,96,42,288,62,425,25,171,3,21,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
"Essen, Mülheim an der Ruhr, Oberhausen zu Essen",190,187,984,73,13,68,52,274,70,368,53,279,2,11,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Flensburg,107,106,991,77,8,75,41,383,40,374,17,159,1,09,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Frankfurt am Main,272,240,882,72,31,114,75,276,86,316,52,191,17,63,11,40,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Fulda,46,45,978,79,3,65,19,413,16,348,8,174,0,00,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Gießen-Friedberg,169,165,976,75,15,89,48,284,71,420,31,183,3,18,1,06,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Halle-Dessau,176,171,972,73,9,51,59,335,65,369,38,216,5,28,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Hamburg,334,316,946,73,31,93,92,275,111,332,88,263,11,33,1,03,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Hanau-Gelnhausen-Schlüchtern,74,72,973,75,2,27,24,324,33,446,13,176,2,27,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Hannover,496,470,948,73,46,93,134,270,184,371,111,224,16,32,5,10,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Heilbronn - Franken,207,195,942,71,7,34,53,256,83,401,54,261,8,39,2,10,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Hochrhein-Bodensee,100,94,940,72,3,30,28,280,40,400,25,250,2,20,2,20,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Karlsruhe,184,181,984,75,14,76,53,288,78,424,37,201,2,11,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Kassel-Marburg,173,164,948,73,14,81,45,260,71,410,35,202,3,17,5,29,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Kiel,155,149,961,75,18,116,38,245,71,458,22,142,5,32,1,06,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Koblenz,413,394,954,74,38,92,129,312,145,351,87,211,12,29,2,05,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Köln,448,402,897,70,34,76,116,259,153,342,105,234,25,56,15,33,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Lahn-Dill,35,32,914,68,0,00,8,229,13,371,11,314,3,86,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Leipzig,181,166,917,72,11,61,50,276,67,370,41,227,9,50,3,17,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Limburg,37,37,1000,73,1,27,11,297,13,351,12,324,0,00,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Lippe zu Detmold,78,76,974,78,11,141,28,359,27,346,10,128,2,26,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Lübeck,182,172,945,74,15,82,57,313,69,379,31,170,8,44,2,11,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Lüneburg-Wolfsburg,172,166,965,70,3,17,39,227,75,436,49,285,5,29,1,06,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Magdeburg,186,181,973,74,12,65,47,253,80,430,42,226,4,22,1,05,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Mittlerer Niederrhein Krefeld-Mönchengladbach-Neuss,242,237,979,74,22,91,62,256,96,397,57,236,4,17,1,04,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Mittleres Ruhrgebiet,140,133,950,74,13,93,43,307,49,350,28,200,7,50,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
München und Oberbayern,762,711,933,72,67,88,186,244,277,364,185,243,35,46,12,16,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Neubrandenburg für das östliche Mecklenburg-Vorpommern,104,99,952,73,8,77,23,221,43,413,25,240,5,48,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Niederbayern in Passau,175,163,931,75,16,91,55,314,61,349,35,200,8,46,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Niederrheinische Duisburg-Wesel-Kleve zu Duisburg,241,211,876,68,12,50,54,224,84,349,62,257,23,95,6,25,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Nord Westfalen,460,443,963,75,49,107,140,304,184,400,71,154,12,26,4,09,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Nordschwarzwald,73,66,904,72,1,14,23,315,22,301,23,315,4,55,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Nürnberg für Mittelfranken,410,391,954,73,21,51,108,263,157,383,111,271,12,29,1,02,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Oberfranken Bayreuth,132,129,977,75,13,98,38,288,52,394,26,197,1,08,2,15,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Offenbach am Main,69,61,884,71,4,58,18,261,27,391,13,188,7,101,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Oldenburgische Industrie- und Handelskammer,235,225,957,73,18,77,64,272,93,396,50,213,9,38,1,04,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Osnabrück-Emsland,187,181,968,76,24,128,64,342,63,337,31,166,4,21,1,05,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Ostbrandenburg,88,84,955,74,6,68,26,295,32,364,20,227,3,34,1,11,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Ostfriesland und Papenburg,121,119,983,74,12,99,30,248,52,430,25,207,2,17,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Ostthüringen zu Gera,81,79,975,78,16,198,23,284,25,309,16,198,1,12,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Ostwestfalen zu Bielefeld,282,267,947,73,29,103,76,270,99,351,67,238,8,28,3,11,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Ostwürttemberg,83,81,976,72,1,12,23,277,34,410,24,289,1,12,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Potsdam,159,149,937,72,9,57,40,252,64,403,37,233,7,44,2,13,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Regensburg für Oberpfalz / Kelheim,279,275,986,78,32,115,95,341,107,384,42,151,2,07,1,04,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Region Stuttgart,445,428,962,72,18,40,101,227,188,422,122,274,14,31,2,04,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Reutlingen,90,90,1000,70,3,33,19,211,35,389,33,367,0,00,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Rhein-Neckar,298,291,977,73,20,67,79,265,115,386,79,265,5,17,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Rheinhessen,120,116,967,73,8,67,32,267,49,408,27,225,2,17,2,17,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Rostock,115,113,983,77,10,87,46,400,38,330,19,165,2,17,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Saarland,179,172,961,75,18,101,58,324,66,369,31,173,4,22,2,11,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Schwaben,358,347,969,74,26,73,104,291,125,349,95,265,6,17,2,06,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Schwarzwald-Baar-Heuberg,65,63,969,74,2,31,22,338,26,400,13,200,1,15,1,15,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Schwerin,81,79,975,76,8,99,29,358,27,333,15,185,2,25,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Siegen,86,84,977,74,4,47,25,291,37,430,19,221,1,12,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Stade für den Elbe-Weser-Raum,123,116,943,72,7,57,33,268,52,423,24,195,7,57,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Südlicher Oberrhein,176,173,983,74,7,40,50,284,79,449,38,216,2,11,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Südthüringen,47,40,851,67,0,00,11,234,18,383,11,234,5,106,2,43,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Südwestfälische Hagen,122,120,984,70,4,33,22,180,55,451,39,320,2,16,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Trier,93,90,968,76,11,118,26,280,37,398,16,172,3,32,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Ulm,92,91,989,75,1,11,32,348,46,500,12,130,1,11,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Wiesbaden,92,89,967,74,9,98,27,293,38,413,15,163,0,00,3,33,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Wuppertal-Solingen-Remscheid,94,87,926,71,2,21,31,330,27,287,28,298,5,53,1,11,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
Würzburg-Schweinfurt,220,218,991,76,13,59,80,364,88,400,38,173,1,05,0,00,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
bundesweit,14875,14125,950,73,1101,74,4166,280,5639,379,3318,223,507,34,144,10,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
die Pfalz in Ludwigshafen am Rhein,235,225,957,73,14,60,71,302,87,370,54,230,6,26,3,13,"['Informationstechnisches Büromanagement', 'Kundenbeziehungsprozesse', 'Wirtschafts- und Sozialkunde', 'Fachaufgabe in der Wahlqualifikation']"
